Strategy,Price,AggregatedVolume
User1,150.92643331180363,171267
User1,152.64512785769833,872583
User1,153.1204697152876,533376
User1,153.20233367846856,655040
User1,154.55799216841191,414370
User1,154.85723830820965,443604
User1,155.05675864240487,727234
User1,156.05867178567675,698915
User1,157.4041973868206,803459
User1,158.52349712618212,104762
User1,159.0084449663036,485204
User1,159.9930892158833,403956
User1,160.08952971442568,941513
User1,160.66729988848275,764426
User1,162.20449811666504,572236
User1,162.5798323185177,445095
User1,162.7074315332899,347419
User1,162.86424401554603,261430
User1,163.8247154758146,775094
User1,164.01927933369544,620829
User1,164.0656327859705,958365
User1,164.5571648470416,157107
User1,165.00880047632774,381426
User1,166.54055422289028,277893
User1,221.9248574365126,837492
User1,223.7445463919809,475896
User1,231.73227178073367,651696
User1,235.24178340601281,797314
User1,235.7913807901698,325300
User1,238.2244416497231,473826
User1,239.15664342240842,456943
User1,239.62229214842154,375270
User1,239.97996120994827,943096
User1,242.64214742373554,423963
User1,242.70890923800587,159061
User1,242.88408324700842,427994
User1,245.55440903407302,415719
User1,245.6407278518313,946202
User1,246.03255887156146,162345
User1,247.8897142719859,514239
User1,248.21674190213358,799027
User1,249.1479960512029,149479
User1,250.11915813772623,447164
User1,260.3879536576355,718959
User1,265.45901026509074,507672
User1,270.61568512031164,130400
User1,272.73412049697714,64323
User1,276.87313020148804,798803
User1,278.2648843837304,284691
User1,283.20391291264343,637263
User1,285.3193903947745,21338
User1,286.92529940012383,919678
User1,287.62537184751477,173239
User1,292.115001544362,547648
User1,292.49780493621347,598658
User1,292.94677240129744,237646
User1,299.1843982766243,905779
User1,302.1315924521918,332279
User1,302.6391554040177,582811
User1,304.49972608638376,437874
User1,304.8310443028635,288618
User1,307.57399764926055,811700
User1,309.7827610938092,36552
User1,311.9540120870989,741353
User1,315.1990634537574,160677
User1,315.34822464429084,889158
User1,315.4488310744933,922003
User1,315.5488846294435,523233
User1,316.85861569497735,755941
User1,317.0321273277886,605565
User1,317.62493821064515,664874
User1,318.7509571767298,297183
User1,319.80641011132434,180563
User1,320.28668420354234,639766
User1,321.8203419453511,692460
User1,321.86623464139626,452564
User1,324.82801788093315,523191
User1,325.4296765209018,758938
User1,325.5810040004364,192756
User1,325.9713872563104,459187
User1,326.56298287221773,328300
User1,328.6537928889798,145787
User1,328.821266507722,706934
User1,328.8877368253277,814219
User1,329.62958036738473,633897
User1,330.08051471234893,872123
User1,330.37168710195635,507969
User1,331.1258907136238,243980
User1,332.14781953107047,699096
User1,332.18042516743543,528438
User1,332.22439428844336,606180
User1,332.4494305459788,625799
User1,332.7227496896252,741013
User1,333.06509140299454,611069
User1,333.1739629630841,843185
User1,333.2717434875427,897756
User1,333.3978960829462,502961
User1,334.1216192470629,337220
User1,334.63889135968174,317722
User1,335.01604892692745,636394
User1,336.47661682064324,390564
User1,336.4977348297688,531063
User1,336.5380511419874,896341
User1,336.6490879916074,963745
User1,337.2350525383305,779923
User1,340.1640553201781,643807
User1,343.2575205187675,207617
User1,343.5226710087266,54139
User1,350.208021380933,214277
User1,350.8548451022906,561860
User1,353.1836945880074,335481
User1,354.23640986906105,949162
User1,355.46941452667954,720840
User1,356.59182917465876,948664
User1,358.91415331856126,368411
User1,359.4211151688139,900048
User1,359.78732939273266,262259
User1,360.0216324626122,337306
User1,360.32130777808055,124857
User1,360.84276556080675,888522
User1,361.04661755411126,338407
User1,361.26495971510246,430159
User1,362.497647771359,706451
User1,363.32274321215823,447866
User1,364.09321184904206,186339
User1,364.4193473051311,610958
User1,365.73643002390764,243737
User1,366.42851669024014,512474
User1,367.429248414376,334855
User1,367.52637335885265,914673
User1,368.08668928534513,117997
User1,369.65035964569273,543597
User1,369.82015645501565,545469
User1,369.95218060089843,306488
User1,370.67482924470795,729876
User1,370.8001679824139,200905
User1,371.0822285461542,230847
User1,371.7142073821065,280774
User1,372.4668439293782,528416
User1,372.56227850769335,242436
User1,372.57709063539016,520156
User1,373.789367155354,690665
User1,374.97853352705494,156285
User1,375.8849679869028,191951
User1,376.70724926625064,578261
User1,378.56540081983803,587347
User1,378.7393308440856,169231
User1,378.8592330508132,119969
User1,379.8043648091495,212307
User1,379.9912919552446,408954
User1,380.1266004584744,639717
User1,380.524734225236,794891
User1,380.82544468541977,847966
User1,381.0739114845028,110683
User1,381.2440599567749,790095
User1,381.27506437287144,294342
User1,381.28966399339714,881983
User1,382.0216442979698,102780
User1,382.8592285650436,216513
User1,383.3122439200512,44556
User1,383.4127045608475,890012
User1,383.623328117413,795326
User1,383.73612912124764,130061
User1,383.81045374284093,825682
User1,384.55383822634997,510123
User1,384.60643144638385,895283
User1,384.8144156347136,630717
User1,386.0649343181079,328184
User1,386.61323601876836,923880
User1,386.73642754775847,789907
User1,386.91422995250355,131540
User1,387.555293155287,231622
User1,387.9135186311466,116442
User1,388.2494506102196,814068
User1,388.7672365811498,68232
User1,389.9460044522736,266075
User1,391.85909615207214,500015
User1,392.50490886117575,979338
User1,392.5802385400596,651172
User1,393.1752087739324,797267
User1,393.19673842310493,141683
User1,393.94207530415116,630060
User1,394.1985462021614,183062
User1,394.84494046694573,413704
User1,395.158638682129,488116
User1,396.1651577760507,184267
User1,396.95105770229674,418984
User1,397.33670568540964,219794
User1,397.8360685552273,824975
User1,399.82035621712066,448507
User1,400.2098505325839,221798
User1,401.0598867080278,221534
User1,403.8136563983881,564939
User1,405.0573974771541,58525
User1,405.1791043834261,943053
User1,405.38418916885485,914454
User1,405.62035911936266,581384
User1,406.31174268802016,98552
User1,406.79832454775607,502592
User1,408.54399218159676,281935
User1,410.2448574427449,285636
User1,410.2731342241385,790845
User1,412.138546262889,681948
User1,412.50239578417614,351861
User1,418.01890485277073,86967
User1,418.9948850136629,530028
User1,422.6057314346719,42912
User1,422.8880885656923,884872
User1,424.0186006942583,546231
User1,428.88590255775506,301292
User1,430.11404972472735,730422
User1,501.80777374200756,280113
User1,503.21575237767337,19810
User1,507.1434019373726,371002
User1,509.60318455799086,343130
User1,509.68658610693353,638696
User1,510.92399336182854,351514
User1,521.5065691886556,630286
User1,537.12835590424,658139
User1,543.0071523999613,521769
User1,544.7862490011978,354928
User1,554.9977014431524,584599
User1,556.991134059859,298496
User1,558.9515325849186,195134
User1,569.0467999743341,938764
User1,577.4385873112827,855629
User1,579.3701811571464,843705
User1,580.2315245794236,98401
User1,585.593271201194,322317
User1,585.6375293698816,198375
User1,586.486686375014,20311
User1,586.889664288012,175105
User1,590.1035289444656,694641
User1,590.2460148890882,995786
User1,592.8479501177395,679604
User1,600.6497625040436,211849
User1,601.5567893590694,878772
User1,602.4845140841085,34897
User1,602.8529934415037,70705
User1,605.8701360645485,441383
User1,617.3785182606655,972392
User1,622.4119874188192,555161
User1,625.4591342035509,235985
User1,627.0953391156419,430453
User1,627.4801012142592,959609
User1,628.1263676319115,478392
User1,628.7232560864787,838722
User1,629.2671000741099,881773
User1,629.9737952355737,580522
User1,630.0297523639508,397548
User1,630.1035856492995,208832
User1,636.6340392865305,152527
User1,641.0309588766889,965366
User1,643.8066134453343,248315
User1,647.3549356360394,688580
User1,651.4557021919496,949976
User1,653.152731074278,657917
User1,658.1130460727942,627016
User1,668.1923740629549,708785
User1,691.0539097367056,452465
User1,693.9185309710844,740529
User1,695.4168825195103,105208
User1,695.8461639320501,130051
User1,696.0055203969735,777128
User1,696.7163735056572,627715
User1,697.9569882171446,220146
User1,698.3882722740339,92318
User1,698.5163960894475,915967
User1,701.3498296492864,261254
User1,705.1760844156025,63444
User1,705.7773348604597,622185
User1,706.3780765187225,37446
User1,715.6707488793028,725814
User1,715.8362972457076,144985
User1,717.1878434940799,93855
User1,717.2360049731737,169922
User1,718.6633942869471,279462
User1,719.0890733791746,127768
User1,719.9491742213589,973708
User1,720.3365955531565,10283
User1,720.3508532394817,605370
User1,721.672917979275,854936
User1,724.4046037039022,101933
User1,731.2208343290916,167383
User1,736.4350599756092,522429
User1,737.3402418240772,178723
User1,739.2879124365684,102811
User1,739.3961440330755,983532
User1,740.3107747256076,302726
User1,741.1200058114966,65804
User1,741.6228596143698,542173
User1,742.0280951202373,984712
User1,743.1459285546988,939616
User1,744.7014953186928,903984
User1,745.6183826808763,626826
User1,746.6387352028592,177725
User1,751.6677717795852,192937
User1,752.7424659911443,470807
User1,754.5624648500784,504090
User1,756.7878522848894,990910
User1,757.5083582188919,186537
User1,757.5257144483961,515405
User1,759.3467115394267,764363
User1,760.293221588596,326593
User1,765.1693290797051,442860
User1,767.7850638710049,269148
User1,773.1409677134574,205322
User1,773.2859399498652,561396
User1,774.3857370446001,524386
User1,776.6189395736351,217129
User1,777.8616057286067,343021
User1,778.9813453560016,45606
User1,780.1598612549876,190502
User1,781.4915524690913,518679
User1,784.0368946365639,161217
User1,784.3917968754747,165087
User1,785.0706622268456,496482
User1,787.5675779795586,268403
User1,790.1947509331596,339583
User1,790.890233915978,434866
User1,790.9308989925615,92820
User1,791.1999949954395,516725
User1,791.5868612664428,500007
User1,792.9594136524472,928156
User1,794.203076882858,90670
User1,794.4385477193962,71794
User1,795.7989063966061,970350
User1,797.5156316987585,604479
User1,798.1454010269185,779470
User1,798.6256233088891,781070
User1,798.6578791580206,835537
User1,798.7348864504162,786558
User1,799.5697859276506,998064
User1,802.4511900376212,217044
User1,803.3721346618711,579156
User1,803.3730494104985,491514
User1,803.6845083679474,707180
User1,804.206006643242,772980
User1,804.2703598546713,290011
User1,804.6034351378908,871820
User1,806.0201417365721,551711
User1,806.1039952665218,197090
User1,806.4570502568595,886104
User1,806.5503201303858,654088
User1,808.272291549567,97355
User1,808.8359036596358,291669
User1,809.1144528018475,604713
User1,809.2049924357282,826716
User1,809.828004570642,854908
User1,810.1916648097822,481825
User1,810.6809359001455,632357
User1,810.8124367497908,131122
User1,811.2258018482842,313917
User1,811.2668062110425,907883
User1,811.4453813036926,436546
User1,811.7102590584465,173641
User1,812.1864323194708,732871
User1,812.8544439710255,948912
User1,816.1637549671699,544635
User1,818.6741926073564,327237
User1,819.9209525953897,83011
User1,820.3981169542678,253273
User1,823.733523352695,475236
User1,826.4126128436587,69427
User1,826.474754470077,544799
User1,826.8541290694961,684858
User1,827.7801012388204,379670
User1,948.2739735739384,464378
User1,951.522259880541,111225
User1,957.332116623292,192516
User1,964.5260184450765,488575
User1,970.1503892535368,977735
User1,976.6430379472829,323149
User1,983.2216997785006,855499
User1,991.1336881995927,889035
User1,1008.3974710191462,674689
User1,1010.1407316868502,231034
User1,1011.9418218884565,677604
User1,1014.7062611398713,661496
User1,1015.2960161445708,144822
User1,1016.8381773140018,330221
User1,1017.062386119502,173803
User1,1018.5984595696688,13916
User1,1018.6981222799326,573925
User1,1019.1369257493462,162685
User1,1020.5135632933867,157798
User1,1024.8593313679535,404822
User1,1027.1259948399318,1875
User1,1027.7759961324955,900057
User1,1029.07350096913,555544
User1,1033.7597913160216,30445
User1,1034.4293041482022,428553
User1,1034.502828173756,656685
User1,1047.4928798946644,480534
User1,1053.964801214941,402158
User1,1058.087494706139,184774
User1,1129.4804235137663,66989
User1,1133.8752179664862,286974
User1,1141.418876294291,363980
User1,1141.6456941074136,709428
User1,1149.4123805358945,206547
User1,1154.1051206674892,679488
User1,1155.3037383107169,868908
User1,1156.482609753792,250252
User1,1158.6381403892447,964218
User1,1159.3584193599143,291151
User1,1159.673915759052,429385
User1,1161.8150946324215,580303
User1,1162.1429473698001,393960
User1,1162.7663810263946,699012
User1,1163.1738448133838,723329
User1,1165.5692889005322,406273
User1,1167.8416881679009,134492
User1,1171.0338542882441,371583
User1,1174.1260430001223,400885
User1,1174.6823383476797,455987
User1,1175.5027757105436,307737
User1,1176.284906511879,537068
User1,1182.9714859021215,232985
User1,1185.781761187531,750239
User1,1192.2152264131971,40235
User1,1194.4427445981453,381926
User1,1195.5787071423035,80525
User1,1197.1318708439992,57222
User1,1198.2709963858754,312962
User1,1199.4242691256104,319497
User1,1199.7436576446319,456130
User1,1201.9753804732077,454761
User1,1202.8843960736297,376611
User1,1205.6124240504755,754368
User1,1206.0809902451422,915063
User1,1206.6991056362565,397956
User1,1207.6026956828168,56970
User1,1208.9643147151112,719999
User1,1209.7895403119285,354054
User1,1210.3525243398128,190625
User1,1211.2413276834357,936087
User1,1211.9367521611919,647069
User1,1212.6186799732463,515639
User1,1214.166545066883,605813
User1,1216.6750162866851,28510
User1,1219.611833021043,620183
User1,1220.3246390720237,576747
User1,1220.5195722208687,52767
User1,1221.6285093652957,65496
User1,1224.305799685364,321083
User1,1229.8945120589678,87982
User1,1230.7664135387304,788677
User1,1233.1512352072775,569794
User1,1234.4694946356433,203445
User1,1234.892709319285,214721
User1,1235.0665826228585,27971
User1,1235.1350010201556,969390
User1,1239.903292905236,454167
User1,1240.6172173771258,690861
User1,1240.9713042232802,150471
User1,1247.616035708431,789004
User1,1248.8820674160452,116439
User1,1355.1377602799637,737430
User1,1386.2501991424524,265877
User1,1391.2442173372947,137030
User1,1393.7710635702356,571683
User1,1404.9317351467785,391054
User1,1407.3386002107732,303027
User1,1412.7418392589116,332139
User1,1414.2517711031612,382752
User1,1420.6959288185162,406209
User1,1421.3411521947257,131664
User1,1422.5403724486478,162425
User1,1426.1738055902163,97741
User1,1429.1712704256097,560024
User1,1434.0322045217517,163386
User1,1434.683636798243,274571
User1,1434.9861681474094,132258
User1,1435.7990940468037,451225
User1,1435.9242226711135,245145
User1,1436.6466109658106,842336
User1,1437.964642889944,45645
User1,1438.603745875394,564487
User1,1439.5141772146962,431879
User1,1439.5460649920783,606006
User1,1441.865624388922,225079
User1,1442.0794988588602,21205
User1,1443.4524471063858,727012
User1,1443.8160596399393,304949
User1,1444.4975768099066,203749
User1,1445.7960209383125,680591
User1,1447.0958322320585,621697
User1,1447.1495576864586,747740
User1,1447.8025342067158,309256
User1,1448.4770458765506,432709
User1,1448.6094818889724,756969
User1,1449.2970612838092,112297
User1,1449.7506576386677,387701
User1,1450.6261696189754,327530
User1,1453.5081970259223,225079
User1,1458.9135878658362,693812
User1,1459.2539326571039,691834
User1,1460.264694616273,212999
User1,1461.100493513629,553000
User1,1472.9139578368452,984614
User1,1473.154483039329,825014
User1,1475.1364835957415,762515
User1,1482.1293463452357,572632
User1,1482.2760612695233,525533
User1,1482.7510029986927,832508
User1,1489.8858140019443,82341
User1,1490.2571663787426,387564
User1,1493.6341615106167,574025
User1,1493.887453516878,287935
User1,1494.0245034348952,15875
User1,1494.4479302717846,422097
User1,1497.8297373215837,416147
User1,1498.7524272404985,585715
User1,1502.1029390012084,726211
User1,1502.3870649615262,902489
User1,1503.0248953318196,578261
User1,1518.0450290949289,267181
User1,1611.4416995423865,230063
User1,1613.2769236527408,141699
User1,1614.7137881231874,644049
User1,1616.40110742699,995808
User1,1622.0926778194905,166723
User1,1625.4498235370122,281228
User1,1640.3487902960924,348427
User1,1642.2507517037925,486569
User1,1653.137102683043,413010
User1,1667.742212734502,484072
User1,1786.7228719580119,67544
User1,1986.496382141229,597563
User2,52.802662921332015,218861
User2,62.95573837606395,174637
User2,68.52833726178616,423099
User2,68.91718701548702,471091
User2,78.93343723678811,675139
User2,84.66636793567798,315987
User2,86.9546750074685,67235
User2,88.86167898710337,87166
User2,92.04232518231585,116372
User2,96.09934179321769,826690
User2,97.08341438835254,820470
User2,98.34846707889845,229653
User2,98.75678914036281,293618
User2,101.8472365584139,473273
User2,102.4453393128045,438353
User2,103.33812121528698,726668
User2,107.14531688654871,903298
User2,107.98615136801033,702099
User2,108.79731378263284,237628
User2,110.25034373102379,733713
User2,113.94173049877837,715254
User2,113.99087664556207,158167
User2,118.15604712824626,213209
User2,118.19669749131755,220902
User2,120.25808637806206,639563
User2,122.64657221353006,419659
User2,123.20358115660822,620069
User2,123.21515158540831,772607
User2,123.36257687754517,861139
User2,124.04291544917906,128481
User2,124.07455909880572,919526
User2,125.10397360042674,907170
User2,126.37828904300315,102294
User2,126.51680668433144,369702
User2,126.72431004704086,901614
User2,128.29541992879055,631798
User2,128.46747175664373,774601
User2,128.6774391707425,105026
User2,128.9594320556581,161739
User2,130.13927216835643,258285
User2,130.40892901466538,13729
User2,130.41334842268685,685648
User2,131.10203121056722,891841
User2,131.7704900190958,352140
User2,132.10964571431302,432223
User2,132.55487441533614,547594
User2,132.64475533252687,608439
User2,134.54790323478773,390638
User2,134.8125524821544,150681
User2,134.9697444396008,492749
User2,135.20086216079793,350559
User2,135.22481440404732,72035
User2,135.48034633945824,310487
User2,136.26660501039774,576657
User2,136.9322320581685,740596
User2,137.11917019113008,751263
User2,137.2791436149625,809762
User2,137.45622188350404,465959
User2,137.80056226846386,179532
User2,137.97966601100222,243952
User2,137.99239274693207,301255
User2,138.11815346492304,254609
User2,138.2901247773992,462230
User2,138.8307003166814,575023
User2,138.9932472072542,106325
User2,139.00711397762984,449386
User2,139.75772879932487,352452
User2,140.1110240217831,112171
User2,140.49165789824252,333730
User2,140.90069998672422,360754
User2,140.9046883797252,218516
User2,141.258814936449,12070
User2,141.74518079219862,460108
User2,143.3796158061142,129022
User2,144.0222032445393,68800
User2,144.6873826384375,346913
User2,145.02044119813746,692944
User2,145.05817816548344,354369
User2,146.24236103898843,350741
User2,146.25116533587246,653567
User2,147.7271207112584,828990
User2,148.2694876682805,419681
User2,148.3851646686382,685207
User2,148.66627031756727,580478
User2,149.1210782453694,958772
User2,149.13463761172474,444152
User2,149.1498855392977,844719
User2,149.76549060922613,781300
User2,149.91389466243118,317022
User2,150.52946828675914,670607
User2,151.2597325671826,560018
User2,151.5740917769617,63221
User2,151.70084590484728,972539
User2,152.57302871312967,434856
User2,153.02706471693213,117884
User2,153.06889465662928,148223
User2,154.07855024828524,367820
User2,154.39598919437626,674195
User2,155.54548170181232,1362
User2,155.6141233334667,331955
User2,155.61765764766992,856914
User2,156.6173127071911,645788
User2,158.6685529131949,287095
User2,159.41385594777196,302786
User2,160.29200942748773,849467
User2,160.61987057315946,327174
User2,160.81822053602136,40222
User2,163.79167225738075,849634
User2,164.54410625765888,566237
User2,165.03857732230298,111533
User2,165.41217622076448,254986
User2,165.72058690748884,349535
User2,165.8260728164159,994788
User2,168.65955784388905,796483
User2,169.72117150719336,225938
User2,171.16147970441983,542269
User2,203.33417098415435,891645
User2,227.82682085526199,315324
User2,228.91345861024246,275263
User2,229.7745696054698,820035
User2,232.70961075654327,360286
User2,234.99442464969607,707905
User2,236.1372587691881,122664
User2,240.24495501705064,120272
User2,243.2621827243907,175210
User2,243.9337588599267,508231
User2,247.08440036581075,267973
User2,248.58610468606898,725814
User2,257.8071175297061,860189
User2,258.15966108243043,495301
User2,259.1959631700459,876058
User2,260.9958321821222,307434
User2,263.03245692566776,510610
User2,263.213357063611,22694
User2,263.7364691753324,724186
User2,263.74736357979447,738073
User2,264.2204324363066,618432
User2,266.5342829455461,426931
User2,273.63258548633206,106130
User2,274.07400284011084,716157
User2,274.88456140870727,493506
User2,275.7341623470211,895722
User2,276.01509633540064,82660
User2,276.4479488029863,917689
User2,276.8068193558314,819032
User2,277.55724683595736,659331
User2,280.6829725597333,289848
User2,280.858545803215,588401
User2,281.77904766504355,192550
User2,282.36854093892134,444147
User2,283.11730611481414,223552
User2,284.49755343197666,627877
User2,304.04504543746975,834881
User2,304.59917916883865,915889
User2,306.25229008449884,62803
User2,307.02070833097423,274247
User2,308.66083356211925,987333
User2,308.9670034207526,244408
User2,310.31637371757955,821178
User2,310.6263466478529,528089
User2,311.375380229987,182728
User2,312.8207235434477,505558
User2,313.50861510675594,97785
User2,313.8141761477399,105639
User2,313.9854285927677,958262
User2,316.99022255083156,505886
User2,318.528663374398,785338
User2,320.3825888930111,6385
User2,322.0526572936489,239957
User2,324.80763420401166,801987
User2,325.62384657014695,517724
User2,326.4071039668587,189750
User2,326.68269434634846,458950
User2,327.3918776910536,241750
User2,329.212623488129,629651
User2,331.33887173488546,614631
User2,331.4088392094843,536251
User2,332.0437400776039,469510
User2,333.17828210411443,301372
User2,333.48946602644435,62409
User2,334.6506015856868,645116
User2,334.8386282644907,38652
User2,335.3103574289271,520416
User2,336.83837204750654,147349
User2,336.87736152972076,229287
User2,336.9831067758342,36152
User2,337.3978826682794,804750
User2,337.4500165411161,112180
User2,338.74872824695655,28880
User2,341.4075295246134,745277
User2,342.6959616428272,25483
User2,343.40053232892785,701148
User2,344.0074050545505,295096
User2,344.2493431933837,461476
User2,345.4016119727861,106525
User2,346.23305521070546,54345
User2,347.6403194972614,855025
User2,350.4072444832113,362794
User2,350.4193742820158,551746
User2,353.72104326022856,123699
User2,355.5322691421203,471154
User2,355.8878539370278,161421
User2,356.7410636067054,734248
User2,358.79347587332654,463472
User2,360.23906804630474,431684
User2,361.1329096348397,649230
User2,361.44788512781355,672763
User2,361.4713627210171,364518
User2,362.07149397574415,424402
User2,362.1888893812229,502243
User2,362.3415527324962,925426
User2,363.81547424830785,421263
User2,364.1861480079046,371209
User2,364.47416125278903,959975
User2,364.6072084835372,971270
User2,364.6693704022692,615198
User2,365.3553061947385,760615
User2,365.59901789857435,640098
User2,365.7713865598872,968129
User2,366.36640953053154,764571
User2,367.1254194802466,209786
User2,368.2729642140203,617778
User2,369.19488017120653,927542
User2,369.6537310941739,363908
User2,369.71881366826796,383305
User2,370.1182308039887,118282
User2,370.144170387094,259048
User2,371.2694423975938,794115
User2,371.4059613446119,930120
User2,375.668899944045,91021
User2,375.70619550950204,845904
User2,375.7107531995301,325572
User2,375.8543522873357,639476
User2,376.08720344296535,712909
User2,376.43542187829365,772430
User2,377.04255288311555,33998
User2,378.3288112931997,283780
User2,378.36284287977713,55981
User2,378.7809274516704,309962
User2,379.4859035714186,706397
User2,380.7230389314587,775012
User2,381.0158695525379,504969
User2,381.09334120432527,29116
User2,381.1056955473476,976412
User2,381.76395655752293,391593
User2,381.9484198724408,845245
User2,382.7561662587815,705851
User2,383.7706467174541,838898
User2,384.0500819958319,292654
User2,384.3715989290766,666415
User2,385.29589939997834,347716
User2,385.43273180336246,310969
User2,385.7281340640102,708220
User2,386.3326115818594,958725
User2,386.5269355803155,946828
User2,387.02143346220066,429175
User2,387.5898571400872,930814
User2,387.74173023637877,143802
User2,388.0738456205768,784179
User2,389.43067855871976,663355
User2,389.71261167376736,859689
User2,390.23385920137554,82763
User2,390.7009258920954,691992
User2,391.1716792804235,734483
User2,392.15698721960683,166272
User2,392.36770243280637,357860
User2,392.4982463971857,689567
User2,393.35496003514197,73672
User2,394.98073389234327,87686
User2,396.8539158839639,363295
User2,397.95617750981984,677301
User2,398.0921735490551,412976
User2,398.59872932344007,118449
User2,399.034817763166,839419
User2,399.36462327684575,905999
User2,399.84969227758705,511903
User2,400.5375105046049,235283
User2,401.20323676279594,154821
User2,401.20662728364937,219909
User2,402.3308034868033,66278
User2,402.87570348853956,456948
User2,402.9128795209067,266608
User2,405.5815583832992,741987
User2,405.8106897865232,823886
User2,407.0361563642106,15243
User2,407.0430664474259,644519
User2,407.5666024064433,488867
User2,408.3339077303151,777799
User2,410.71865972862116,682607
User2,411.1044287038588,41862
User2,413.6126467989561,996866
User2,414.86336272826765,705796
User2,420.0147733296752,792622
User2,421.02841975445403,519346
User2,421.420498062607,165503
User2,427.3367965203268,51547
User2,503.412050703646,635273
User2,507.67527624439333,885781
User2,515.357138375722,870611
User2,522.1145632369326,687065
User2,528.2601434511071,960645
User2,547.8560277443427,477772
User2,549.0188059898567,315257
User2,551.4662429945123,33753
User2,553.8461711108059,289379
User2,560.0367685819267,179458
User2,560.5815317807428,274603
User2,562.9545436434232,100194
User2,570.6396398862779,299126
User2,573.7863721008123,221005
User2,575.3573973312537,365562
User2,576.2687799121331,677253
User2,576.4905686103152,506017
User2,581.4226407740291,497552
User2,582.1601090153031,667260
User2,582.717587757401,111901
User2,583.6474823428114,250897
User2,595.1174592510876,996123
User2,596.7843029900621,181667
User2,597.0178891592394,149801
User2,597.5983797541898,932454
User2,598.7436292561895,487623
User2,600.5535866872789,149417
User2,604.1305998673633,730274
User2,604.148439858445,284719
User2,606.6005027579839,746202
User2,609.2238000931524,515780
User2,609.5868522700976,724360
User2,610.8929065078547,724117
User2,615.9236438257722,574192
User2,616.0940760289124,175305
User2,618.7487770118869,436334
User2,618.9502361559244,486498
User2,627.3513150680996,113909
User2,628.8885831489492,243428
User2,629.3900288139167,298106
User2,636.1805346752749,571219
User2,645.699959239577,363728
User2,646.1439223576359,399813
User2,647.4956497918956,300527
User2,653.3293405387393,44813
User2,654.5122113918479,995496
User2,655.0758046656596,792835
User2,655.7581135184714,146902
User2,658.8160758788343,271366
User2,666.1652122088982,899951
User2,666.4609485614327,108490
User2,668.9608113921033,586013
User2,693.3175020836245,247026
User2,693.3973846551328,988725
User2,694.4244435392266,924823
User2,694.8643522349379,126581
User2,698.6288175778029,726840
User2,701.5993361247417,133911
User2,702.4874828432746,308622
User2,704.7953801211785,824820
User2,705.4220839057912,608129
User2,717.1955660081159,478561
