BBGCode, Price, AggregatedVolume
QQQ US ETF,1548.9188695734551,159571
QQQ US ETF,224.05689430062415,149365
QQQ US ETF,205.81784597611878,927401
QQQ US ETF,356.8897046627044,137946
QQQ US ETF,1563.2727280972556,30415
QQQ US ETF,194.00813354437776,585646
QQQ US ETF,1554.262683361269,592117
QQQ US ETF,275.30681713227614,811990
QQQ US ETF,1481.9159471417706,279451
QQQ US ETF,1379.1792143367898,632056
QQQ US ETF,195.9834120199178,476331
QQQ US ETF,799.4222840391951,759357
QQQ US ETF,1525.4431260389756,526305
QQQ US ETF,1544.219075716522,502317
QQQ US ETF,1457.7045145933607,170942
QQQ US ETF,1446.673639913476,404220
QQQ US ETF,312.54210641557,71311
QQQ US ETF,267.8470972903626,220443
QQQ US ETF,287.0323388130553,260779
QQQ US ETF,1407.3284834568688,201583
QQQ US ETF,283.05592049143564,875413
QQQ US ETF,138.1600146064427,430295
QQQ US ETF,163.1333436390848,224322
QQQ US ETF,1587.4647703452345,361522
QQQ US ETF,262.7517768858451,373253
QQQ US ETF,196.54382984199685,18116
QQQ US ETF,1489.2175373474654,202041
QQQ US ETF,1548.2115739912754,187986
QQQ US ETF,850.9706382483984,344985
QQQ US ETF,277.54923873331336,148121
QQQ US ETF,946.029286612069,816784
QQQ US ETF,1457.0144354765644,112813
QQQ US ETF,1379.810426362647,20251
QQQ US ETF,368.15845658876725,106674
QQQ US ETF,1600.616572126633,37227
QQQ US ETF,271.4366549322911,282461
QQQ US ETF,1658.7428743520422,51408
QQQ US ETF,1541.2806817086428,457824
QQQ US ETF,946.996706322419,844183
QQQ US ETF,305.7326188589078,668793
QQQ US ETF,223.20928672094752,429024
QQQ US ETF,1490.6632816285803,68959
QQQ US ETF,264.8271853291911,128415
QQQ US ETF,1595.1681243613507,750598
QQQ US ETF,185.28872748402068,848186
QQQ US ETF,366.89047381161646,108504
QQQ US ETF,280.6541497727973,844003
QQQ US ETF,1568.6851834170964,53822
QQQ US ETF,318.1722886173716,837178
QQQ US ETF,1410.1814446807214,153218
QQQ US ETF,1483.9424121665363,180906
QQQ US ETF,1585.2963793572137,7854
QQQ US ETF,220.03814238977313,797864
QQQ US ETF,264.312747298803,50125
QQQ US ETF,229.0406139839249,61684
QQQ US ETF,193.34511445396126,532157
QQQ US ETF,1507.5450108756488,327514
QQQ US ETF,230.14670271833413,296855
QQQ US ETF,1433.5965536550173,105050
QQQ US ETF,1505.0843888007025,47614
QQQ US ETF,1580.6188450829409,508775
QQQ US ETF,158.5386504345587,228853
QQQ US ETF,271.70103693072076,170432
QQQ US ETF,249.34796413741873,587444
QQQ US ETF,1414.3647506475868,357480
QQQ US ETF,890.1988589172477,160762
QQQ US ETF,1613.914023438495,223687
QQQ US ETF,1558.704673220235,18548
QQQ US ETF,810.5067771139774,425311
QQQ US ETF,279.86308167015585,65258
QQQ US ETF,189.06138241683487,637166
QQQ US ETF,1517.1537040873732,667598
QQQ US ETF,197.13059710757236,294617
QQQ US ETF,1549.5083133573255,49084
QQQ US ETF,222.92253718353328,642413
QQQ US ETF,1496.6347361854728,134136
QQQ US ETF,1524.22947459351,548032
QQQ US ETF,1387.4122174580089,364160
QQQ US ETF,951.2682308772929,150078
QQQ US ETF,937.4729630539963,39319
QQQ US ETF,200.70574959847937,794599
QQQ US ETF,922.3903788826427,335042
QQQ US ETF,1438.8564370146894,543887
QQQ US ETF,1586.468159166092,112466
QQQ US ETF,323.67231866125246,249681
QQQ US ETF,1574.5483073358946,460582
QQQ US ETF,1502.4997407239716,307244
QQQ US ETF,1569.905643420605,259358
QQQ US ETF,1503.5833839512768,388868
QQQ US ETF,941.0021108042135,929832
QQQ US ETF,1578.0512078184315,753082
QQQ US ETF,251.1278794211123,492933
QQQ US ETF,945.7166851911136,933986
QQQ US ETF,1430.4128068488385,260792
QQQ US ETF,1587.402683942957,76482
QQQ US ETF,1499.8848689546944,223618
QQQ US ETF,177.12178831909628,436896
QQQ US ETF,308.0361032551633,25682
QQQ US ETF,1528.7591216614242,567276
QQQ US ETF,1583.1095485940905,346253
QQQ US ETF,1577.8236840268762,76411
QQQ US ETF,267.93791378213984,432372
QQQ US ETF,245.105409077393,827399
QQQ US ETF,1489.497066001933,59054
QQQ US ETF,902.9833541036681,308211
QQQ US ETF,1502.5925786805183,52082
QQQ US ETF,310.06193812448953,272194
QQQ US ETF,863.7604520291778,786044
QQQ US ETF,205.25292436474456,644043
QQQ US ETF,1520.334390326,79734
QQQ US ETF,1437.6854449725852,426576
QQQ US ETF,294.937397193513,249855
QQQ US ETF,939.8708532600775,6106
QQQ US ETF,952.8803447091213,747601
QQQ US ETF,1583.0491472341644,543391
QQQ US ETF,435.14701217310994,616773
QQQ US ETF,221.8038295612484,609139
QQQ US ETF,1516.63520829594,283613
QQQ US ETF,1434.172152733556,608097
QQQ US ETF,1486.7024008274723,381776
QQQ US ETF,1478.6661400734681,266520
QQQ US ETF,1598.0748263321193,434916
QQQ US ETF,1577.3270810363633,492934
QQQ US ETF,955.072481442591,478887
QQQ US ETF,1458.9651089634294,346517
QQQ US ETF,253.98453144232326,132707
QQQ US ETF,967.7012182420458,161376
QQQ US ETF,1582.2789775761203,189099
QQQ US ETF,1475.3194158223882,75474
QQQ US ETF,180.24748266795064,875954
QQQ US ETF,1416.2003298179354,66749
QQQ US ETF,1480.8661990276207,152903
QQQ US ETF,1507.771592003374,201147
QQQ US ETF,1442.9594223645554,146666
QQQ US ETF,1616.341537365277,722740
QQQ US ETF,1481.1408124840798,327109
QQQ US ETF,1586.7748531006662,365502
QQQ US ETF,1493.0827197098652,193911
QQQ US ETF,144.94418184436185,370074
QQQ US ETF,1499.912344546075,225082
QQQ US ETF,1569.3562207595705,20945
QQQ US ETF,1409.943074383817,283182
QQQ US ETF,1537.901487724521,214610
QQQ US ETF,1412.024246814106,326732
QQQ US ETF,1434.9335550700887,562228
QQQ US ETF,1496.8769811209415,902898
QQQ US ETF,190.34193456202436,91514
QQQ US ETF,940.1247003534937,704387
QQQ US ETF,1556.0477142733469,229456
QQQ US ETF,219.84900447553656,269637
QQQ US ETF,369.6837712494088,616344
QQQ US ETF,1554.3467450809096,18707
QQQ US ETF,314.2025570852833,970005
QQQ US ETF,388.7121127125825,39379
QQQ US ETF,1587.4555063433882,489380
QQQ US ETF,1576.5783027866119,297897
QQQ US ETF,951.5081672911891,218243
QQQ US ETF,1401.2961571722178,801357
QQQ US ETF,1497.8652663443615,188605
QQQ US ETF,1507.9497217618891,880508
QQQ US ETF,938.9314248532705,178358
QQQ US ETF,1479.459971552569,20098
QQQ US ETF,1436.2479499925412,4887
QQQ US ETF,1399.7410173296012,398368
QQQ US ETF,1575.5981934695246,459105
QQQ US ETF,1502.1656866382684,378796
QQQ US ETF,1382.114739783442,500657
QQQ US ETF,135.8451886860515,320167
QQQ US ETF,941.0038799101529,120192
QQQ US ETF,1444.5748321908213,267699
QQQ US ETF,391.8241435934233,682201
QQQ US ETF,252.66325225875053,597745
QQQ US ETF,1386.059875341385,886921
QQQ US ETF,1563.8482195157187,679193
QQQ US ETF,1417.5078243766059,464238
QQQ US ETF,1440.545269792581,371604
QQQ US ETF,286.16467443947397,471921
QQQ US ETF,275.8921897777756,867597
QQQ US ETF,1504.0847790904577,3139
QQQ US ETF,966.367669668446,242719
QQQ US ETF,1577.9250685685013,452469
QQQ US ETF,180.729739329213,683709
QQQ US ETF,1448.806458820643,712406
QQQ US ETF,1484.3396123676532,131204
QQQ US ETF,1440.7667950942503,126820
QQQ US ETF,1499.0763073347198,380545
QQQ US ETF,1383.3142183961172,368957
QQQ US ETF,1441.047268781853,64299
QQQ US ETF,431.5365343708376,635743
QQQ US ETF,1437.816458446517,534084
QQQ US ETF,1551.6727855012095,159022
QQQ US ETF,363.4452991570327,472872
QQQ US ETF,1556.1687323373737,83944
QQQ US ETF,1494.5912400125453,77549
QQQ US ETF,194.9986041999398,202237
QQQ US ETF,277.9892079563463,5012
QQQ US ETF,832.1764197101711,909226
QQQ US ETF,293.9632641318538,804707
QQQ US ETF,166.9589368857092,915225
QQQ US ETF,231.3609054850056,228916
QQQ US ETF,269.6810322640771,321478
QQQ US ETF,152.68127155988333,416053
QQQ US ETF,1489.1090288033558,185345
QQQ US ETF,181.8623192094291,453980
QQQ US ETF,1513.7584849924854,221512
QQQ US ETF,1366.911116909461,662645
QQQ US ETF,949.3930516750794,306899
QQQ US ETF,942.3407391124753,178973
QQQ US ETF,1525.1550874165282,32741
QQQ US ETF,1557.2546734250936,307703
QQQ US ETF,1527.7677207753077,251044
QQQ US ETF,1569.0636506775763,228744
QQQ US ETF,231.87220019783595,898598
QQQ US ETF,1570.3754590145575,51792
QQQ US ETF,1435.1285233994095,211697
QQQ US ETF,1659.916613080591,247282
QQQ US ETF,931.3226318674078,106782
QQQ US ETF,1421.032872369437,754222
QQQ US ETF,1597.6780668666051,173759
QQQ US ETF,1475.2617686318608,132056
QQQ US ETF,940.361502574591,714097
QQQ US ETF,1612.6255185561402,269902
QQQ US ETF,1435.3833650163494,222891
QQQ US ETF,1513.1410513152703,341557
QQQ US ETF,1511.1561496832248,477638
QQQ US ETF,264.85724484747055,262959
QQQ US ETF,1518.0057346860758,30058
QQQ US ETF,1517.4090757809274,354787
QQQ US ETF,1520.656613001499,177956
QQQ US ETF,1397.8918126134108,723413
QQQ US ETF,1539.8248452530647,64149
QQQ US ETF,1498.091201846463,499373
QQQ US ETF,1593.0335706309238,58923
QQQ US ETF,1477.9874968644206,201996
QQQ US ETF,938.1949711255538,581085
QQQ US ETF,1568.6932200227443,283972
QQQ US ETF,1577.7929300657147,201165
QQQ US ETF,271.9876193346745,298704
QQQ US ETF,231.43393161993643,386738
QQQ US ETF,1491.8025518709867,144594
QQQ US ETF,254.11299251906823,191034
QQQ US ETF,1370.795215979555,73536
QQQ US ETF,380.26917272316274,256765
QQQ US ETF,272.954987151734,651521
QQQ US ETF,378.04620475605174,62693
QQQ US ETF,1578.7361971114663,127724
QQQ US ETF,868.2116496755963,164762
QQQ US ETF,279.364934372537,59462
QQQ US ETF,948.1536891517356,18028
QQQ US ETF,256.7786359112595,17561
QQQ US ETF,278.42933117853704,470681
QQQ US ETF,939.9340157714252,182037
QQQ US ETF,275.75018033295146,323759
QQQ US ETF,822.050341559892,118776
QQQ US ETF,967.1919240715506,306670
QQQ US ETF,834.5007333436384,341366
QQQ US ETF,149.9970153317606,419173
QQQ US ETF,251.8085261381349,881828
QQQ US ETF,1590.543794287448,23238
QQQ US ETF,222.71968685387648,7849
QQQ US ETF,1483.7022380229698,113049
QQQ US ETF,966.1417608438542,462170
QQQ US ETF,193.83311622306147,456101
QQQ US ETF,849.230053058268,42800
QQQ US ETF,178.38769080508072,340469
QQQ US ETF,922.3921126610319,551959
QQQ US ETF,288.01407430143627,400708
QQQ US ETF,1507.9800846124788,47023
QQQ US ETF,1422.822524977598,409740
QQQ US ETF,318.4266033679484,936774
QQQ US ETF,1553.9485590788452,589151
QQQ US ETF,162.70891624040303,28040
QQQ US ETF,1368.6494727255174,118731
QQQ US ETF,222.0478252461962,641186
QQQ US ETF,243.24914946858388,287797
QQQ US ETF,1568.8286602504102,46855
QQQ US ETF,233.74731494827708,236596
QQQ US ETF,305.97439474662974,66517
QQQ US ETF,1473.0329228240057,274765
QQQ US ETF,268.5358825053956,262148
QQQ US ETF,288.6396628931224,215909
QQQ US ETF,1501.136519213907,176821
QQQ US ETF,252.9164300381346,590116
QQQ US ETF,869.5435495031714,597047
QQQ US ETF,1416.1168287472478,148152
QQQ US ETF,277.34453429468164,560765
QQQ US ETF,163.14285666343804,57671
QQQ US ETF,373.04930920589624,105341
QQQ US ETF,1351.7641440373782,391248
QQQ US ETF,802.9598433056033,328866
QQQ US ETF,966.2993759144558,68055
QQQ US ETF,1476.0185309002977,4687
QQQ US ETF,1443.1071313543112,204535
QQQ US ETF,1531.200020965054,194235
QQQ US ETF,1551.8918590303383,422577
QQQ US ETF,224.87912051541812,738179
QQQ US ETF,1361.7228075509256,930969
QQQ US ETF,318.9313965907393,538703
QQQ US ETF,373.23872538518964,473319
QQQ US ETF,213.73041184965643,472509
QQQ US ETF,1498.9470565767056,251272
QQQ US ETF,1539.5441265275567,495412
QQQ US ETF,1582.6174848315343,114609
QQQ US ETF,421.1900440928737,933897
QQQ US ETF,1562.7286264778043,414844
QQQ US ETF,1595.7724744314228,268313
QQQ US ETF,187.62070682601842,454220
QQQ US ETF,854.3704536045497,612859
QQQ US ETF,1515.5249260484368,478797
QQQ US ETF,262.47446422564025,685829
QQQ US ETF,172.76548906829828,648345
QQQ US ETF,1538.8234475458657,174260
QQQ US ETF,376.8509419326946,92606
QQQ US ETF,328.2157639656825,196851
QQQ US ETF,1593.1574927029512,177349
QQQ US ETF,158.52795590425833,73118
QQQ US ETF,1551.6334958029288,235153
QQQ US ETF,1375.8156383434848,662066
QQQ US ETF,281.4885670794168,856912
QQQ US ETF,813.6668873422086,184435
QQQ US ETF,264.38600022222323,273699
QQQ US ETF,1478.3876651825208,225300
QQQ US ETF,1572.6936200199366,477619
QQQ US ETF,1558.6212399620179,981766
QQQ US ETF,266.51307332666767,68623
QQQ US ETF,1586.1089933133296,99053
QQQ US ETF,1536.7261479284366,665
QQQ US ETF,1420.1190923005527,476749
QQQ US ETF,930.8044335530079,637436
QQQ US ETF,250.8116911510432,283533
QQQ US ETF,929.8262649531581,11618
QQQ US ETF,250.5782314465479,357535
QQQ US ETF,192.24759527371927,826855
QQQ US ETF,271.3773206768802,768873
QQQ US ETF,362.205597297861,303557
QQQ US ETF,174.56927954219213,362836
QQQ US ETF,1573.7723711279673,78480
QQQ US ETF,1574.4003771637497,86695
QQQ US ETF,1524.6931012520806,842965
QQQ US ETF,1573.4214299280648,283324
QQQ US ETF,966.0671996477748,744663
QQQ US ETF,1650.589819458745,282100
QQQ US ETF,156.9542832628935,123199
QQQ US ETF,956.4279466255301,707313
QQQ US ETF,1494.0669273093986,135153
QQQ US ETF,220.69099166064524,931497
QQQ US ETF,954.7730901482075,681163
QQQ US ETF,1408.3811427345079,393872
QQQ US ETF,1435.4607152666972,235603
QQQ US ETF,174.1649391466,743916
QQQ US ETF,187.11299663675138,116920
QQQ US ETF,226.44736882708276,647449
QQQ US ETF,1529.1133904156989,224983
QQQ US ETF,1592.6251889350558,109198
QQQ US ETF,1525.5941705236248,279273
QQQ US ETF,1461.6523365869662,317873
QQQ US ETF,359.95997291605084,731689
