User,Price,AggregatedVolume
User1,1781.852654762712,270098
User1,1782.596291798318,473628
User1,1782.9186799266195,840273
User1,1788.741981697154,797788
User1,1794.596989031814,271393
User1,1795.2517183385187,464421
User1,1798.680909037055,850187
User1,1801.7901956445123,903989
User1,1804.0009001353933,628109
User1,1807.221866537204,15429
User1,1809.9880499302515,608885
User1,1812.701573456218,334809
User1,1812.9667628583068,367267
User1,1813.3868950695353,381728
User1,1814.2682948578197,894571
User1,1818.6153684625074,537264
User1,1820.3136495220263,705016
User1,1820.620233879636,274952
User1,1821.0284544056078,380414
User1,1821.7088762738656,180226
User1,1822.192586540109,352071
User1,1822.5216086551534,78970
User1,1825.4871613157864,638402
User1,1825.796537750451,194518
User1,1827.319701303963,432764
User1,1827.582673985363,318664
User1,1827.8649997560644,173071
User1,1828.128511303489,904986
User1,1829.7672384698392,754065
User1,1830.636465536966,565906
User1,1830.7888905893124,968366
User1,1831.298767722131,543173
User1,1831.323311873383,588023
User1,1831.9921678529663,194588
User1,1833.078170705491,421577
User1,1833.0810992827537,597527
User1,1833.0893332429084,769103
User1,1833.4519461046966,204096
User1,1834.1509893466193,413675
User1,1834.1554309245223,243761
User1,1834.6730603556205,549059
User1,1835.153140511415,380824
User1,1835.2367485013524,926796
User1,1836.285888830045,153504
User1,1836.573448467819,726842
User1,1836.937979929495,479497
User1,1837.0231390599374,192081
User1,1837.5203608697514,310479
User1,1838.0555973001537,117324
User1,1839.6518447670835,459287
User1,1839.847055545359,46689
User1,1839.9457797281218,496271
User1,1842.5809776183667,750645
User1,1843.6855603638014,458604
User1,1843.7661082598727,742749
User1,1843.9623582707186,56687
User1,1843.9631776677074,40790
User1,1844.320880986543,891445
User1,1846.054098807636,299291
User1,1846.4430651826824,870810
User1,1848.5068897082049,881340
User1,1849.4796883125111,628992
User1,1850.3852309537333,492546
User1,1850.9157550647597,535112
User1,1851.1034320901401,672838
User1,1851.317662399704,764194
User1,1851.6344464575632,244737
User1,1857.8460924205915,658715
User1,1858.505222261977,165969
User1,1859.6027934646029,673556
User1,1861.2351087064012,851809
User1,1869.081608671032,837437
User1,1871.6728847488457,620327
User1,1875.1132446546467,395562
User1,1875.947876875224,878541
User1,1876.1622633214058,601200
User1,1876.8151807695742,149373
User1,1878.6963352769444,989496
User1,1879.2907239168687,993140
User1,1880.3937949743297,548390
User1,1880.5980729981864,851028
User1,1880.6370092518216,411153
User1,1880.9880049893436,916012
User1,1881.4305037338067,833443
User1,1884.4505234690303,140504
User1,1885.2968877339392,907161
User1,1885.8274717138925,972984
User1,1887.0030515617036,695834
User1,1887.235633671436,783367
User1,1891.7349639506106,256295
User1,1894.287550664472,918810
User1,1894.3083961151153,171636
User1,1894.3710207933007,292038
User1,1897.96005603038,560270
User1,1898.8115695377367,138654
User1,1900.9993659341305,927225
User1,1901.7536290184648,387306
User1,1902.2263078644507,850654
User1,1902.9029966434532,970739
User1,1903.8113060811093,319417
User1,1904.4559661399983,893339
User1,1907.225357945705,519756
User1,1909.0696602722855,71867
User1,1909.426276857162,816230
User1,1910.610114799458,324023
User1,1910.630648961344,561104
User1,1911.374342156269,365257
User1,1913.4778886414288,999286
User1,1914.5407078252529,894373
User1,1916.7903166315473,746350
User1,1916.9634854186052,393460
User1,1918.0660688421356,938898
User1,1919.0231115254633,33307
User1,1920.9483276675157,738686
User1,1923.832328304177,756504
User1,1926.1217108955775,733386
User1,1927.8400124055113,114888
User1,1928.224296217249,365023
User1,1932.7581852140688,105098
User1,1933.309025428244,276682
User1,1936.9757311256296,793286
User1,1938.8381001024575,386033
User1,1938.9611646510432,361477
User1,1939.456482909648,149501
User1,1939.5460085574628,898781
User1,1940.3422919215027,504839
User1,1940.40873755535,749310
User1,1941.7167727534284,541066
User1,1942.11440403736,8219
User1,1942.772926000842,696229
User1,1944.9614123221131,763248
User1,1945.1386119747901,12964
User1,1946.7622437440514,122109
User1,1947.4773756574514,409405
User1,1949.27385793624,120136
User1,1950.459860902723,705378
User1,1950.5605782825965,319857
User1,1953.5796986955945,83317
User1,1953.9865187387702,82367
User1,1954.5427943439706,414542
User1,1954.7540283148428,56348
User1,1956.105391006161,722719
User1,1957.740318423331,691255
User1,1959.6992251385084,969842
User1,1960.6737797748312,668481
User1,1960.808007966789,108181
User1,1960.8523624098937,520403
User1,1961.9132555705887,722249
User1,1965.4333748076097,326919
User1,1967.1862193564493,549332
User1,1969.0225786934723,990415
User1,1970.0110351308829,179782
User1,1970.7220866917012,173370
User1,1974.2281313771705,432497
User1,1978.6792023548176,225974
User1,1978.7810001701694,532781
User1,1998.9518079133056,275608
User1,2003.3738506712514,930352
User1,2006.9498776991452,218333
User1,2009.6326010265273,184688
User1,2010.918140562725,572143
User1,2015.7733454894892,660419
User1,2021.6545358472754,417502
User1,2029.0107203125297,262972
User1,2030.805284245528,757325
User1,2031.724058620266,182714
User1,2038.7759448951435,824312
User1,2042.0250792124111,702117
User1,2042.1174595841926,834566
User1,2042.1245839654334,215337
User1,2043.6195025861032,560200
User1,2043.671176160573,856199
User1,2044.221010970571,550394
User1,2054.155533893153,642663
User1,2054.6103263234754,421858
User1,2056.5429427692825,607104
User1,2059.727351231907,150993
User1,2060.0692697811273,265070
User1,2061.816153825365,915615
User1,2063.1413646132696,553487
User1,2064.3577519158976,394899
User1,2064.7351249952876,742778
User1,2066.464090607983,602192
User1,2067.0716357420574,147189
User1,2068.772666594626,646659
User1,2069.7908676248867,9689
User1,2072.038772211756,773472
User1,2072.0507731381263,748890
User1,2073.0341885585585,204826
User1,2074.0313912831643,161384
User1,2075.77836161615,415605
User1,2076.6268683589274,440292
User1,2078.3805776591566,202124
User1,2084.54718038583,253537
User1,2085.094822121302,411313
User1,2085.165396255339,61352
User1,2090.564516786474,507031
User1,2095.142852912834,616233
User1,2097.3639323689836,425142
User1,2099.4527753138327,846244
User1,2099.638233924837,728036
User1,2099.890190236417,289531
User1,2100.9984848917693,620542
User1,2101.124315306414,975288
User1,2101.697809685579,572056
User1,2104.381450172851,347080
User1,2117.3255910777825,125590
User1,2130.597861835241,760532
User1,2131.522910556208,229370
User1,2133.5424845428174,290887
User1,2137.206882272359,671059
User1,2139.2330562937013,662880
User1,2141.3411688677575,811454
User1,2141.475111886487,913528
User1,2144.839377102218,7026
User1,2147.460293345132,783122
User1,2147.737581362556,63197
User1,2153.2677180933615,406147
User1,2153.7131229438046,864522
User1,2157.15029016362,874349
User1,2168.944357545746,572367
User1,2170.9175253928547,915522
User1,2171.1087645917755,746933
User1,2190.5558767491234,957392
User1,2194.5260399772455,870789
User1,2203.7005184140253,902827
User2,244.1897020125793,717743
User2,244.67270123147054,806252
User2,366.60329127757313,919541
User2,610.7075744883323,116623
User2,890.4665066349985,235133
User2,914.7212808070561,356881
User2,915.5099093797794,184111
User2,926.6226002674746,619489
User2,1142.4497663546151,19079
User2,1366.1094046562018,663688
User2,1374.3635200450738,180579
User2,1379.5238520104153,90012
User2,1379.634600837466,149372
User2,1380.6098405046428,567702
User2,1381.3537913254088,244796
User2,1381.507551703226,962586
User2,1381.9831194653718,981021
User2,1383.178358146338,982360
User2,1384.9443592185414,112102
User2,1385.3076316602856,894994
User2,1387.084144059359,775699
User2,1387.9512996222493,479387
User2,1388.6264353458346,406623
User2,1389.4257095856549,131657
User2,1391.7511978267446,781839
User2,1392.4729550229004,119137
User2,1397.1555369863113,673277
User2,1397.461669453565,230925
User2,1398.098566350144,280783
User2,1399.04819865383,937183
User2,1399.2638626511464,386013
User2,1399.74003883168,258396
User2,1400.7952267612623,905059
User2,1403.5666382943982,648838
User2,1404.636145925102,215104
User2,1404.9486905178094,126899
User2,1406.3949247514763,623385
User2,1409.7328440574295,323006
User2,1412.3423223024424,219001
User2,1413.1739766214976,379619
User2,1417.424132532933,439297
User2,1420.9024354456296,994305
User2,1427.5588535895915,569371
User2,1428.823978015535,815046
User2,1429.1845185803654,126364
User2,1430.412758973691,566256
User2,1430.6299666248037,958149
User2,1432.0315213913138,936618
User2,1439.0512665253168,712033
User2,1443.7029860257371,734176
User2,1444.3781742665526,326907
User2,1444.7293798659905,427155
User2,1455.8502500554498,359487
User2,1457.122156054815,766178
User2,1460.1183982185569,206898
User2,1466.9343333918214,426157
User2,1499.8086929630347,324338
User2,1500.4529761869157,268248
User2,1501.3439119971715,917480
User2,1502.98618071337,394754
User2,1504.2005806993213,34631
User2,1504.3723452288127,83510
User2,1505.7451033804339,418263
User2,1506.8083872835846,651069
User2,1507.9599733683378,749476
User2,1508.9583527180275,407418
User2,1510.732674727919,553419
User2,1511.2261921686732,521402
User2,1513.9868471911134,263385
User2,1515.2110817385121,267532
User2,1515.6075844845752,722934
User2,1515.7768007283175,466487
User2,1516.1819545852698,88628
User2,1516.5191664738402,101807
User2,1517.9082301493236,781626
User2,1519.1103155707553,855004
User2,1519.1610122905076,289210
User2,1519.2487862493983,392864
User2,1519.4140704822619,992722
User2,1519.6923628296984,345199
User2,1520.6057844253241,754793
User2,1520.8095313722454,296240
User2,1521.3394378416338,465339
User2,1521.7170651167035,857890
User2,1521.9448098225862,152179
User2,1522.0011824973642,930602
User2,1522.0139197930973,487546
User2,1522.2987212608728,118863
User2,1522.3850840055568,126111
User2,1525.0458496301258,846457
User2,1525.0850226238576,296854
User2,1525.304084194143,600950
User2,1525.5818075806415,965655
User2,1526.0185393140885,365651
User2,1526.2008987371773,430895
User2,1526.5829132557492,311800
User2,1527.2923844624468,988403
User2,1527.361137117314,955119
User2,1527.5011165910128,144376
User2,1527.6968986525824,728252
User2,1528.2870563813754,455671
User2,1528.7986101969004,121382
User2,1529.6356995487554,79780
User2,1529.6670680043483,50567
User2,1529.8115780828318,552727
User2,1530.5605181614753,134407
User2,1530.7936446224935,618062
User2,1531.258899148494,655652
User2,1532.011335668633,67013
User2,1532.0836503377843,426384
User2,1532.9120495235543,207461
User2,1533.3157980025178,146617
User2,1533.531284117833,299261
User2,1533.6304724609115,997847
User2,1534.324469513632,812750
User2,1534.3526646442108,704671
User2,1534.9863606249683,169510
User2,1535.0451881407812,193142
User2,1536.3874924385434,147475
User2,1537.9429765905554,446059
User2,1538.2243076707332,738638
User2,1538.3943976464818,553377
User2,1538.5686650917955,92065
User2,1538.6954488984672,560081
User2,1538.8657021780193,341045
User2,1540.0260164449658,582892
User2,1540.5929700000324,538438
User2,1541.6083744187347,142775
User2,1542.3203479410402,717722
User2,1542.3841690158406,125418
User2,1543.338700067923,353293
User2,1543.3546808633655,461578
User2,1543.4080760885663,75323
User2,1543.7035638156697,648393
User2,1544.3201180814183,71620
User2,1544.3639910556712,415370
User2,1544.3953402120053,553816
User2,1544.6561255128825,290
User2,1544.6781336925515,729336
User2,1544.7632535205798,987727
User2,1544.8796004575408,813392
User2,1545.5643524728082,282341
User2,1545.8484912793947,56716
User2,1546.7204282382058,376831
User2,1546.9095965724464,285318
User2,1547.197139087694,639292
User2,1547.5262971659213,646934
User2,1548.0673025342678,835988
User2,1549.0399089049668,269822
User2,1549.0462109823536,889126
User2,1549.076681793863,751394
User2,1549.1015661621145,148760
User2,1549.490370218261,94604
User2,1549.5222844686052,780311
User2,1549.7370396682343,74739
User2,1550.015074152978,863393
User2,1550.1369564527643,410994
User2,1550.2391925692239,864139
User2,1550.3345636934816,568232
User2,1550.4628800342439,502627
User2,1550.970027498686,437327
User2,1551.1612010884166,973927
User2,1552.3197915250034,933083
User2,1552.470399370809,224816
User2,1552.607789154075,499419
User2,1552.6210718092273,381584
User2,1552.6362706511004,312547
User2,1553.3016154647264,758652
User2,1556.1092330323747,34460
User2,1556.321475881665,551970
User2,1557.0844979424076,426215
User2,1558.179493732947,906182
User2,1562.3521529775321,722053
User2,1562.8896465549205,163522
User2,1563.506028673562,216309
User2,1563.6243193843088,50620
User2,1563.8960464235213,736351
User2,1564.0810612010307,541810
User2,1564.2650535523146,255264
User2,1564.2673041351827,958905
User2,1564.5309081687822,939804
User2,1564.6056385948548,940931
User2,1564.9396528708776,337562
User2,1565.1024061636924,111525
User2,1565.2197363712567,267811
User2,1565.4535634241895,928323
User2,1565.7890575090673,964427
User2,1567.159659682299,126447
User2,1567.3583025607065,514059
User2,1567.6147991092298,849203
User2,1569.0223830517873,510544
User2,1569.0876966961173,480510
User2,1569.2312798081314,657003
User2,1569.255616570707,227818
User2,1569.6807296721543,520239
User2,1570.2699172662306,332896
User2,1571.1701708397484,628186
User2,1571.8181102850408,113957
User2,1572.984638800021,789675
User2,1573.1978432351489,492230
User2,1574.3899070101966,65330
User2,1574.8697645481304,784587
User2,1574.902624863367,293111
User2,1575.1286725118318,333123
User2,1575.2394582979284,601703
User2,1575.3671659861307,317446
User2,1575.4990548713802,120571
User2,1575.8096363518298,901210
User2,1575.8409048960955,80217
User2,1575.9939145879084,340469
User2,1576.9187979505389,186504
User2,1577.2617018553221,58805
User2,1577.4195263039828,783197
User2,1577.5573893628484,611086
User2,1577.9581849709496,107156
User2,1578.6794267145788,39672
User2,1578.718974683069,2422
User2,1579.2527382417147,310542
User2,1579.8644198848274,175664
User2,1579.9489840011954,376535
User2,1580.2311583889584,25858
User2,1580.2797199189768,717052
User2,1580.6408712499342,444144
User2,1580.6869610169779,842499
User2,1582.5930793864538,710595
User2,1582.7566208751007,491922
User2,1583.0913324377866,769392
User2,1583.2366334340995,71388
User2,1583.469069994198,451281
User2,1584.2153417863985,353371
User2,1586.6633260390777,1809
User2,1587.069585651165,430376
User2,1587.0827208053472,55
User2,1587.172037300108,111646
User2,1588.0389480315819,50466
User2,1588.080535123296,227411
User2,1588.2881199585156,352962
User2,1588.4622614461643,600085
User2,1589.5165369060967,81962
User2,1589.8829293577671,248769
User2,1589.8844954146832,83494
User2,1590.0049799950018,508890
User2,1590.4834159831328,263759
User2,1590.7889226626596,800870
User2,1590.8020779469284,946824
User2,1591.1449294248507,728640
User2,1591.5093825529189,794927
User2,1591.5431450543254,249580
User2,1591.5520348495033,36984
User2,1592.1559402283049,554609
User2,1592.3603972803867,914330
User2,1592.696845783335,64423
User2,1595.1099781493162,990697
User2,1595.3209916337667,236376
User2,1597.1160903193422,993825
User2,1597.214127223876,804966
User2,1597.4160859298665,321759
User2,1597.895989483136,782672
User2,1598.2911195355464,51022
User2,1599.1700964293968,73165
User2,1599.8723734871035,375414
User2,1600.4232846242205,52320
User2,1600.4294346122115,327442
User2,1602.0775064286524,684543
User2,1603.0971155980944,422813
User2,1603.2178453724187,544633
User2,1604.9172996914408,421006
User2,1605.8257171860507,192585
User2,1606.4648989940692,642193
User2,1607.9487319971277,489059
User2,1610.9943128718912,493045
User2,1612.1277335951243,889629
User2,1612.1752228533483,44033
User2,1612.8736598224125,569575
User2,1613.9969737151189,687519
User2,1614.3374746855054,73268
User2,1614.8822176174563,762862
User2,1614.9863508242993,273507
User2,1615.349245238828,622255
User2,1615.487307943466,849347
User2,1616.2657447616486,461041
User2,1616.364922466352,584245
User2,1617.3171600756712,432796
User2,1620.9884163158692,120220
User2,1621.2038169093848,919188
User2,1621.5300473198968,806637
User2,1624.5718996168703,255831
User2,1624.5754454571272,250380
User2,1625.005586697436,40071
User2,1626.2957515014966,289477
User2,1626.6416567226797,176305
User2,1627.1715545427946,566890
User2,1627.8626607732979,607603
User2,1633.1456305965708,43998
User2,1633.8429540040966,251217
User2,1636.2719925251793,662447
User2,1637.2209846402545,106585
User2,1638.6600541866592,468579
User2,1640.0552271506008,645784
User2,1642.6550799512527,143062
User2,1643.6205228703877,956371
User2,1644.9922814296542,155053
User2,1645.827814487185,705066
User2,1645.8571121760892,65660
User2,1645.9818948564705,252223
User2,1646.6610712502786,668335
User2,1647.4493917374455,34025
User2,1648.271574385977,350795
User2,1649.530705548249,459268
User2,1650.5896044128046,284
User2,1651.605857637718,980242
User2,1652.1257662091068,793433
User2,1652.5411653515278,826242
User2,1653.008217058574,130026
User2,1653.9356131623147,237242
User2,1654.198648949729,246151
User2,1654.2094849475884,461258
User2,1654.58331895681,21957
User2,1656.061532226708,124844
User2,1656.884487172635,636238
User2,1657.5438269074368,162103
User2,1659.3224098604462,600157
User2,1659.6880515132418,878320
User2,1663.154601691745,379344
